"Lag","MI","MIcrit","TE","TEcrit","Corr","Corrcrit","Hx","Hy","TEnorm","TEnormcrit","TE_significant","MI_significant","Site_ID","scale","driver","Lag_time","Lag_unit","record_start","record_end","n_grid","n_joint","n_valid_triplets","target_end","target_start"
0,0.00291548643189032,0.000504470190284645,0.00483991771625591,0.00193590728399446,-0.00399458809399993,0.00398943837757493,0.416338490486157,1.23582900591992,0.391633283655874,0.156648474402284,TRUE,TRUE,"US-Var","hourly","Soil",0,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,179856,"2021-10-26 05:00:00","2000-10-29 03:00:00"
1,0.00310676936591103,0.000504470190284645,0.00487664330856363,0.00193590728399446,-0.0126502494991028,0.00398943837757493,0.416475334277084,1.23583386550547,0.394603469340034,0.15664785842413,TRUE,TRUE,"US-Var","hourly","Soil",1,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,179855,"2021-10-26 05:00:00","2000-10-29 20:00:00"
2,0.00337768274687367,0.000504470190284645,0.00490080618085953,0.00193590728399446,-0.00685163353164549,0.00398943837757493,0.415952717209143,1.23555858164299,0.396647010807263,0.156682759745813,TRUE,TRUE,"US-Var","hourly","Soil",2,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,179525,"2021-10-26 05:00:00","2000-10-29 21:00:00"
3,0.00338385928597185,0.000504470190284645,0.00470869204157776,0.00193590728399446,-0.00547738128824693,0.00398943837757493,0.415493794482906,1.23532456823939,0.381170435903229,0.156712440905596,TRUE,TRUE,"US-Var","hourly","Soil",3,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,179216,"2021-10-26 05:00:00","2000-10-29 22:00:00"
4,0.00310321714299699,0.000504470190284645,0.00421152956319171,0.00193590728399446,-0.00102576893119795,0.00398943837757493,0.415263610285285,1.23580281777074,0.340793005375151,0.156651793972006,TRUE,TRUE,"US-Var","hourly","Soil",4,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,179077,"2021-10-26 05:00:00","2000-10-29 23:00:00"
5,0.00275506191006336,0.000504470190284645,0.00398358299606505,0.00193590728399446,-0.00331370981146646,0.00398943837757493,0.415159823526341,1.23650342214499,0.322165141213653,0.15656303487104,TRUE,TRUE,"US-Var","hourly","Soil",5,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178984,"2021-10-26 05:00:00","2000-10-30"
6,0.0030829008653086,0.000504470190284645,0.00407887970614551,0.00193590728399446,-0.00423003324724295,0.00398943837757493,0.414787439293633,1.23695723893204,0.329751068005158,0.156505594782394,TRUE,TRUE,"US-Var","hourly","Soil",6,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178924,"2021-10-26 05:00:00","2000-10-29 20:00:00"
7,0.0030773576521812,0.000504470190284645,0.0042432765923679,0.00193590728399446,-0.00388229002412806,0.00398943837757493,0.415117761918311,1.23747452751147,0.342898095922912,0.156440172379751,TRUE,TRUE,"US-Var","hourly","Soil",7,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178890,"2021-10-26 05:00:00","2000-10-29 21:00:00"
8,0.00313167717347596,0.000504470190284645,0.00428093952287201,0.00193590728399446,-0.00214736295335644,0.00398943837757493,0.415438202044995,1.23787351705399,0.345830124313523,0.156389748817126,TRUE,TRUE,"US-Var","hourly","Soil",8,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178863,"2021-10-26 05:00:00","2000-10-29 22:00:00"
9,0.00303847354017628,0.000504470190284645,0.00441873311034291,0.00193590728399446,0.000423273549078899,0.00398943837757493,0.415531148579507,1.23817081958235,0.356875888242415,0.156352197400958,TRUE,TRUE,"US-Var","hourly","Soil",9,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178835,"2021-10-26 05:00:00","2000-10-29 23:00:00"
10,0.00301467107467746,0.000504470190284645,0.00429814591985833,0.00193590728399446,-0.000525191005665873,0.00398943837757493,0.415485193879782,1.23857434272887,0.347023652241052,0.156301258407243,TRUE,TRUE,"US-Var","hourly","Soil",10,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178802,"2021-10-26 05:00:00","2000-10-30"
11,0.00274010027501892,0.000504470190284645,0.00387317643024421,0.00193590728399446,0.000590125212830829,0.00398943837757493,0.415497706788333,1.23876641945708,0.312663983250509,0.156277023140724,TRUE,TRUE,"US-Var","hourly","Soil",11,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178778,"2021-10-26 05:00:00","2000-10-30 01:00:00"
12,0.00278326083352387,0.000504470190284645,0.00423479812495575,0.00193590728399446,-0.00306257218652312,0.00398943837757493,0.415618096509188,1.23876362840936,0.341856834333557,0.156277375247146,TRUE,TRUE,"US-Var","hourly","Soil",12,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178777,"2021-10-26 05:00:00","2000-10-30 02:00:00"
13,0.00286563575715082,0.000504470190284645,0.00398713776157456,0.00193590728399446,0.00143931292284067,0.00398943837757493,0.415317820688288,1.2386661158166,0.321889628743579,0.156289678007233,TRUE,TRUE,"US-Var","hourly","Soil",13,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178782,"2021-10-26 05:00:00","2000-10-30 03:00:00"
14,0.00275764450455651,0.000504470190284645,0.00411385755550286,0.00193590728399446,-0.00253444506756507,0.00398943837757493,0.415111236344973,1.23871687919391,0.332106361397121,0.156283273160389,TRUE,TRUE,"US-Var","hourly","Soil",14,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178781,"2021-10-26 05:00:00","2000-10-29 20:00:00"
15,0.00294682596107898,0.000504470190284645,0.00445973649787446,0.00193590728399446,-0.00464496606000352,0.00398943837757493,0.414879739931032,1.23854016708347,0.36008008592699,0.156305571304413,TRUE,TRUE,"US-Var","hourly","Soil",15,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178794,"2021-10-26 05:00:00","2000-10-29 21:00:00"
16,0.00296333525818726,0.000504470190284645,0.00427831123268385,0.00193590728399446,0.00212930418994873,0.00398943837757493,0.414752636093788,1.23826745781762,0.345507846925424,0.156339995190247,TRUE,TRUE,"US-Var","hourly","Soil",16,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178810,"2021-10-26 05:00:00","2000-10-29 22:00:00"
17,0.00323833707136156,0.000504470190284645,0.00455242586166671,0.00193590728399446,-0.00820410341775598,0.00398943837757493,0.414531593335957,1.2378221237702,0.367777063783669,0.156396241981683,TRUE,TRUE,"US-Var","hourly","Soil",17,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178820,"2021-10-26 05:00:00","2000-10-29 20:00:00"
18,0.0029620230622156,0.000504470190284645,0.00424407015469308,0.00193590728399446,-0.0012796529434448,0.00398943837757493,0.414614257150047,1.23753859509,0.342944468280153,0.156432073446055,TRUE,TRUE,"US-Var","hourly","Soil",18,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178837,"2021-10-26 05:00:00","2000-10-29 21:00:00"
19,0.00274807980269509,0.000504470190284645,0.00396581718176048,0.00193590728399446,0.00582823641347234,0.00398943837757493,0.414423353058514,1.23701989238962,0.320594454960581,0.156497667976443,TRUE,TRUE,"US-Var","hourly","Soil",19,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178845,"2021-10-26 05:00:00","2000-10-29 22:00:00"
20,0.00272011173084374,0.000504470190284645,0.00448647716375872,0.00193590728399446,-0.00443314792817145,0.00398943837757493,0.414556112589727,1.2363262548997,0.36288780133709,0.156585470568326,TRUE,TRUE,"US-Var","hourly","Soil",20,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178863,"2021-10-26 05:00:00","2000-10-29 23:00:00"
21,0.00242121159178232,0.000504470190284645,0.00434155268923897,0.00193590728399446,0.000140619576199662,0.00398943837757493,0.414389734561787,1.23593543294579,0.351276658432803,0.156634985322844,TRUE,TRUE,"US-Var","hourly","Soil",21,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178901,"2021-10-26 05:00:00","2000-10-30"
22,0.00259752262151247,0.000504470190284645,0.00435115531899166,0.00193590728399446,-0.00245910582713119,0.00398943837757493,0.414497116182081,1.23538741282037,0.352209782440476,0.156704468890031,TRUE,TRUE,"US-Var","hourly","Soil",22,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,178952,"2021-10-26 05:00:00","2000-10-30 01:00:00"
23,0.00275062460813991,0.000504470190284645,0.0041846276130828,0.00193590728399446,-0.0102751507435812,0.00398943837757493,0.414051627548903,1.23489888190076,0.338863989142319,0.156766461802501,TRUE,TRUE,"US-Var","hourly","Soil",23,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,179014,"2021-10-26 05:00:00","2000-10-30 02:00:00"
24,0.00268148622143194,0.000504470190284645,0.00411282671878999,0.00193590728399446,-0.00170346462039424,0.00398943837757493,0.414075382085735,1.23423401589967,0.333229085068768,0.156850909880596,TRUE,TRUE,"US-Var","hourly","Soil",24,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,179050,"2021-10-26 05:00:00","2000-10-30 03:00:00"
25,0.00259352026080983,0.000504470190284645,0.00415067233926125,0.00193590728399446,0.00488506238763546,0.00398943837757493,0.413940123680978,1.234051002707,0.336345283149269,0.156874171306362,TRUE,TRUE,"US-Var","hourly","Soil",25,"hours","2000-10-29 02:00:00","2021-10-26 05:00:00",184012,180225,179029,"2021-10-26 05:00:00","2000-10-30 04:00:00"
