"Lag","MI","MIcrit","TE","TEcrit","Corr","Corrcrit","Hx","Hy","TEnorm","TEnormcrit","TE_significant","MI_significant","Site_ID","scale","driver","Lag_time","Lag_unit","record_start","record_end","n_grid","n_joint","n_valid_triplets","target_end","target_start"
24,0.0646471722239328,0.0866879816517589,0.253047245316306,0.361550820080295,0.0580563337569873,0.0531961932954779,2.69056254764495,2.57136393421798,9.84097357627694,14.0606631083613,FALSE,FALSE,"US-Var","weekly","VPD",24,"weeks","2000-10-30","2021-10-18",1095,1072,1019,"2021-10-18","2001-04-23"
25,0.0876883702319393,0.0866879816517589,0.305796172966767,0.361550820080295,0.0640757474244885,0.0531961932954779,2.68339520686638,2.56966377617046,11.9002406385824,14.0699660178543,FALSE,TRUE,"US-Var","weekly","VPD",25,"weeks","2000-10-30","2021-10-18",1095,1072,1017,"2021-10-18","2001-04-30"
26,0.0773449262978829,0.0866879816517589,0.31023877719787,0.361550820080295,0.0715037447310699,0.0531961932954779,2.68170980379722,2.56003524257952,12.118535402867,14.1228844848242,FALSE,FALSE,"US-Var","weekly","VPD",26,"weeks","2000-10-30","2021-10-18",1095,1072,1016,"2021-10-18","2001-05-07"
27,0.0730782125755969,0.0866879816517589,0.319317027839076,0.361550820080295,0.0635462517331775,0.0531961932954779,2.73119088678372,2.56424268261384,12.4526835936442,14.0997114872041,FALSE,FALSE,"US-Var","weekly","VPD",27,"weeks","2000-10-30","2021-10-18",1095,1072,1015,"2021-10-18","2001-05-14"
28,0.0813325468633037,0.0866879816517589,0.334476836768651,0.361550820080295,0.024616900796132,0.0531961932954779,2.72550235483489,2.55862706861085,13.0725122418973,14.13065719955,FALSE,FALSE,"US-Var","weekly","VPD",28,"weeks","2000-10-30","2021-10-18",1095,1072,1014,"2021-10-18","2001-05-21"
29,0.0841295270710889,0.0866879816517589,0.351475411167358,0.361550820080295,-0.0343587573498121,0.0531961932954779,2.72255332154971,2.56840278318771,13.6845908074875,14.0768738628902,FALSE,FALSE,"US-Var","weekly","VPD",29,"weeks","2000-10-30","2021-10-18",1095,1072,1013,"2021-10-18","2001-05-28"
30,0.0921354712470714,0.0866879816517589,0.334618162127307,0.361550820080295,-0.0109236065709129,0.0531961932954779,2.68529899407723,2.57749963071715,12.9822777912176,14.0271919255212,FALSE,TRUE,"US-Var","weekly","VPD",30,"weeks","2000-10-30","2021-10-18",1095,1072,1012,"2021-10-18","2001-06-04"
31,0.0864720686337233,0.0866879816517589,0.34562765527054,0.361550820080295,-0.0561206691487566,0.0531961932954779,2.68609202519357,2.57607509984541,13.4168314926565,14.0349487521537,FALSE,FALSE,"US-Var","weekly","VPD",31,"weeks","2000-10-30","2021-10-18",1095,1072,1011,"2021-10-18","2001-07-09"
32,0.104025545272791,0.0866879816517589,0.394007766499819,0.361550820080295,-0.045223008533816,0.0531961932954779,2.68568166074297,2.56970653715375,15.3327923170647,14.0697318877803,TRUE,TRUE,"US-Var","weekly","VPD",32,"weeks","2000-10-30","2021-10-18",1095,1072,1011,"2021-10-18","2001-07-09"
33,0.0963269637491981,0.0866879816517589,0.363497049776388,0.361550820080295,-0.0386395436912516,0.0531961932954779,2.69228032134127,2.56715314184554,14.1595389792394,14.083726217454,TRUE,TRUE,"US-Var","weekly","VPD",33,"weeks","2000-10-30","2021-10-18",1095,1072,1011,"2021-10-18","2001-07-09"
